"","topic","term","beta"
"708",8,"komitee",3.72007597602084e-44
"709",9,"komitee",3.72007597602084e-44
"710",10,"komitee",0.00027552456267852
"711",1,"адма",1.60750977114159e-290
"712",2,"адма",3.21605044836833e-05
"713",3,"адма",9.87547887234498e-18
"714",4,"адма",4.41302565286166e-295
"715",5,"адма",6.99753553630909e-295
"716",6,"адма",0.000873572989380946
"717",7,"адма",2.41374820511094e-57
"718",8,"адма",0.00122559110491495
"719",9,"адма",5.84053446907498e-55
"720",10,"адма",4.7503938789006e-159
"721",1,"апр",3.03138828741417e-16
"722",2,"апр",4.49481835945187e-20
"723",3,"апр",3.75110568723337e-25
"724",4,"апр",4.83467502102722e-18
"725",5,"апр",0.00277388957540069
"726",6,"апр",0.0103880692491257
"727",7,"апр",3.87122406408501e-09
"728",8,"апр",2.37349776310363e-18
"729",9,"апр",1.40829839627395e-29
"730",10,"апр",0.000135911382462206
"731",1,"завод",0.00522046344684858
"732",2,"завод",4.10057471373913e-17
"733",3,"завод",0.000484178243153484
"734",4,"завод",0.0158955276502049
"735",5,"завод",2.38585264392249e-07
"736",6,"завод",0.000392225140393564
"737",7,"завод",0.0033425305253902
"738",8,"завод",2.17703983972432e-10
"739",9,"завод",4.63180917849716e-28
"740",10,"завод",1.02192190428173e-23
"741",1,"имена",1.18286679266469e-55
"742",2,"имена",7.20672406568694e-56
"743",3,"имена",8.88785857480173e-56
"744",4,"имена",1.41819707056999e-55
"745",5,"имена",1.04741290466071e-55
"746",6,"имена",1.1909095800532e-55
"747",7,"имена",0.000731626681832452
"748",8,"имена",1.3570501943869e-55
"749",9,"имена",9.95855357373389e-56
"750",10,"имена",1.52567603013298e-55
"751",1,"николаевна",3.26374824986269e-319
"752",2,"николаевна",0.000914925763076252
"753",3,"николаевна",2.47265591480929e-57
"754",4,"николаевна",2.3527734268975e-33
"755",5,"николаевна",3.42924370595694e-29
"756",6,"николаевна",4.11011925458101e-48
"757",7,"николаевна",1.17253831385874e-38
"758",8,"николаевна",7.70413528762665e-315
"759",9,"николаевна",1.33891790022978e-321
"760",10,"николаевна",1.00574502987832e-314
"761",1,"ото",0.00018320456386089
"762",2,"ото",5.86988886739642e-07
"763",3,"ото",1.34302860204853e-17
"764",4,"ото",2.11481815901646e-27
"765",5,"ото",2.64938334380429e-19
"766",6,"ото",4.39895333809806e-23
"767",7,"ото",4.34806817668365e-27
"768",8,"ото",3.19008972429793e-25
"769",9,"ото",0.0165198141002725
"770",10,"ото",1.2118709324783e-11
"771",1,"полк",0.00935265008209636
"772",2,"полк",0.000598962569848741
"773",3,"полк",0.0045239882252573
"774",4,"полк",0.00292997245804791
"775",5,"полк",1.46760459312498e-24
"776",6,"полк",0.00174678734608209
"777",7,"полк",3.4261283809975e-15
"778",8,"полк",1.55631204855134e-06
"779",9,"полк",2.21772162045602e-08
"780",10,"полк",5.51289048197745e-32
"781",1,"постанавливать",0.00730241440012458
"782",2,"постанавливать",7.58413235981024e-17
"783",3,"постанавливать",2.04271356527059e-18
"784",4,"постанавливать",1.49038235356774e-22
"785",5,"постанавливать",0.00158536261983691
"786",6,"постанавливать",4.83121903884212e-09
"787",7,"постанавливать",0.00233567322016351
"788",8,"постанавливать",1.23258391814101e-08
"789",9,"постанавливать",9.15693695832963e-17
"790",10,"постанавливать",0.00138729452412531
"791",1,"свыше",8.45133740899569e-06
"792",2,"свыше",6.80591655345264e-30
"793",3,"свыше",2.819043932095e-21
"794",4,"свыше",0.00112625186177474
"795",5,"свыше",0.00234430592459153
"796",6,"свыше",7.41198227000663e-10
"797",7,"свыше",0.00122431658512812
"798",8,"свыше",0.000903820008335862
"799",9,"свыше",0.00148840183374714
"800",10,"свыше",0.00724120161254701
"801",1,"теь",3.53292548267382e-313
"802",2,"теь",2.18178929344991e-17
"803",3,"теь",3.72007597602084e-44
"804",4,"теь",4.9446089835792e-320
"805",5,"теь",2.44026899265831e-55
"806",6,"теь",0
"807",7,"теь",3.72007597602084e-44
"808",8,"теь",1.08694442085074e-322
"809",9,"теь",0.00061505650120881
"810",10,"теь",2.47032822920623e-323
"811",1,"уста",1.77399651941792e-30
"812",2,"уста",1.09469706057519e-21
"813",3,"уста",8.46277035683666e-41
"814",4,"уста",1.99713897474502e-20
"815",5,"уста",5.0073700811375e-45
"816",6,"уста",6.4698025092372e-30
"817",7,"уста",9.59575508131264e-20
"818",8,"уста",1.13701769200553e-56
"819",9,"уста",9.92810078164628e-15
"820",10,"уста",0.00842819191139037
"821",1,"центр",1.46695304833038e-13
"822",2,"центр",8.16235634587764e-10
"823",3,"центр",0.000960494631985311
"824",4,"центр",1.31101790403709e-07
"825",5,"центр",0.000957805599807874
"826",6,"центр",8.08919681597837e-16
"827",7,"центр",0.00680802114712974
"828",8,"центр",2.49511948404587e-18
"829",9,"центр",0.000114632450512032
"830",10,"центр",5.66438448438133e-20
"831",1,"jaan",0
"832",2,"jaan",1.37855947294221e-55
"833",3,"jaan",1.70014010771708e-55
"834",4,"jaan",3.72007597602084e-44
"835",5,"jaan",9.88131291682493e-324
"836",6,"jaan",0.00175708788434708
"837",7,"jaan",3.72007597602084e-44
"838",8,"jaan",1.85577585873056e-30
"839",9,"jaan",3.72007597602084e-44
"840",10,"jaan",4.59098004720193e-28
"841",1,"jüri",1.0459042273554e-55
"842",2,"jüri",1.14246563349783e-67
"843",3,"jüri",7.85870368688844e-56
"844",4,"jüri",1.25397931798995e-55
"845",5,"jüri",9.26129551505114e-56
"846",6,"jüri",0.00112341032706401
"847",7,"jüri",1.04742906627526e-55
"848",8,"jüri",1.19991287757647e-55
"849",9,"jüri",8.80542053691278e-56
"850",10,"jüri",0.00028831503541718
"851",1,"армша",6.82937591978916e-08
"852",2,"армша",0.00359311034104546
"853",3,"армша",0.0196363146315204
"854",4,"армша",1.81472865212843e-07
"855",5,"армша",3.09377190576498e-31
"856",6,"армша",0.00366603978870592
"857",7,"армша",2.63229382943455e-06
"858",8,"армша",1.68775761823724e-07
"859",9,"армша",1.84961211691201e-07
"860",10,"армша",4.98949430003759e-22
"861",1,"бес",1.55498808602898e-22
"862",2,"бес",1.56776992304626e-65
"863",3,"бес",0.00060992064056608
"864",4,"бес",4.42819771682739e-271
"865",5,"бес",1.23763769851083e-60
"866",6,"бес",5.41001882196165e-321
"867",7,"бес",1.05851532746662e-182
"868",8,"бес",2.88786974837133e-30
"869",9,"бес",2.23893714699928e-28
"870",10,"бес",5.56349382068141e-60
"871",1,"бумага",0.00157511000518827
"872",2,"бумага",0.000399936197242051
"873",3,"бумага",3.14326784253801e-09
"874",4,"бумага",9.33033947819292e-20
"875",5,"бумага",2.00148871786649e-62
"876",6,"бумага",9.43129533835993e-05
"877",7,"бумага",3.14322690672253e-28
"878",8,"бумага",0.000530557119173962
"879",9,"бумага",2.21316792005899e-16
"880",10,"бумага",0.00357623388721472
"881",1,"генерал",8.90180855738216e-10
"882",2,"генерал",4.54484687516724e-31
"883",3,"генерал",0.0121920368023924
"884",4,"генерал",3.3219240212177e-32
"885",5,"генерал",1.86655936608232e-29
"886",6,"генерал",0.000458030099524439
"887",7,"генерал",3.62608103844753e-30
"888",8,"генерал",1.79102183368485e-18
"889",9,"генерал",8.47682487335201e-24
"890",10,"генерал",4.11705669716877e-51
"891",1,"депутат",0.0487240522501477
"892",2,"депутат",0.00103720149573355
"893",3,"депутат",0.0158541661036363
"894",4,"депутат",0.00220649282356406
"895",5,"депутат",5.18230162070408e-15
"896",6,"депутат",1.47085747412654e-08
"897",7,"депутат",0.00537049420515712
"898",8,"депутат",0.00699414915275972
"899",9,"депутат",1.41386915121454e-15
"900",10,"депутат",9.17482094237616e-30
"901",1,"ежедневно",4.24806295105743e-52
"902",2,"ежедневно",3.76615837100117e-46
"903",3,"ежедневно",3.5956670838148e-29
"904",4,"ежедневно",1.13737975455894e-64
"905",5,"ежедневно",0.0270978917405373
"906",6,"ежедневно",3.27851426228309e-10
"907",7,"ежедневно",1.82689785447236e-41
"908",8,"ежедневно",3.25479841944013e-68
"909",9,"ежедневно",2.12976429797315e-51
"910",10,"ежедневно",3.92380554336244e-36
"911",1,"мара",4.29472164171496e-307
"912",2,"мара",0.000707389719087371
"913",3,"мара",1.31463840289038e-45
"914",4,"мара",1.44613666762135e-69
"915",5,"мара",4.87740683807968e-308
"916",6,"мара",8.23016754312846e-309
"917",7,"мара",6.25652655921145e-64
"918",8,"мара",0.000809865414170096
"919",9,"мара",1.29067307084123e-19
"920",10,"мара",1.82988922212224e-273
"921",1,"общество",0.00881413256303362
"922",2,"общество",8.48512745475927e-10
"923",3,"общество",7.27735345333199e-08
"924",4,"общество",5.85793760328656e-07
"925",5,"общество",0.00622155267953056
"926",6,"общество",5.67447584007284e-20
"927",7,"общество",0.000975204734756641
"928",8,"общество",4.5043450747186e-12
"929",9,"общество",3.66179888198425e-08
"930",10,"общество",0.0325458014685762
"931",1,"считать",0.00118498485894911
"932",2,"считать",1.26855494513339e-13
"933",3,"считать",0.000757802439567976
"934",4,"считать",2.85261643137748e-23
"935",5,"считать",3.74538817784841e-34
"936",6,"считать",1.84127015250811e-14
"937",7,"считать",1.91636421465368e-15
"938",8,"считать",0.00277567543038473
"939",9,"считать",1.46100515004532e-17
"940",10,"считать",0.0189159652452483
"941",1,"торг",0.00188643859159198
"942",2,"торг",7.77811892099428e-22
"943",3,"торг",6.26445519131855e-48
"944",4,"торг",1.71435630491392e-33
"945",5,"торг",2.12871980351791e-23
"946",6,"торг",2.00561457225596e-40
"947",7,"торг",3.28229357679948e-23
"948",8,"торг",8.01313215788068e-28
"949",9,"торг",4.2701225364427e-69
"950",10,"торг",0.00887423625285703
"951",1,"февр",1.35110314198197e-52
"952",2,"февр",4.92666935985905e-43
"953",3,"февр",6.45076077483478e-35
"954",4,"февр",7.83951342612577e-29
"955",5,"февр",0.000362410509294667
"956",6,"февр",0.00594228808094442
"957",7,"февр",5.85056947302832e-88
"958",8,"февр",0.00016270991303036
"959",9,"февр",4.05199104494721e-43
"960",10,"февр",2.22443093153696e-43
"961",1,"чахнуть",2.21763241359527e-64
"962",2,"чахнуть",1.11580426025479e-55
"963",3,"чахнуть",1.37609141872087e-55
"964",4,"чахнуть",3.72007597602084e-44
"965",5,"чахнуть",0.000718776976893496
"966",6,"чахнуть",1.20143284678586e-65
"967",7,"чахнуть",6.90259026859923e-77
"968",8,"чахнуть",3.72007597602084e-44
"969",9,"чахнуть",1.54186517848428e-55
"970",10,"чахнуть",3.72007597602084e-44
"971",1,"член",0.0182043191187731
"972",2,"член",1.21545835021507e-17
"973",3,"член",0.0040567825242912
"974",4,"член",0.00608965721325691
"975",5,"член",0.0109990021457638
"976",6,"член",1.38391333112848e-11
"977",7,"член",0.0237030735203929
"978",8,"член",3.91054297401915e-11
"979",9,"член",3.56025199846954e-13
"980",10,"член",4.75885247032862e-06
"981",1,"штука",1.25166288843312e-315
"982",2,"штука",5.1820830363619e-92
"983",3,"штука",3.23282241932017e-59
"984",4,"штука",0.000569029568976263
"985",5,"штука",2.69160346636384e-55
"986",6,"штука",3.15190784708424e-34
"987",7,"штука",4.94027815308951e-53
"988",8,"штука",5.16538781686695e-313
"989",9,"штука",0.000820075334940974
"990",10,"штука",0.00158650491361257
"991",1,"kohtu",6.0851221064717e-315
"992",2,"kohtu",8.02945047953166e-290
"993",3,"kohtu",3.18982027611081e-169
"994",4,"kohtu",1.78447541102411e-255
"995",5,"kohtu",1.00057928090069e-121
"996",6,"kohtu",4.46492064803193e-319
"997",7,"kohtu",8.05731981282484e-120
"998",8,"kohtu",1.00140549919925e-55
"999",9,"kohtu",1.51388193091253e-67
"1000",10,"kohtu",0.00774765467632314
"1001",1,"tööliste",3.61161987109951e-321
"1002",2,"tööliste",3.72007597602084e-44
"1003",3,"tööliste",1.20822051943067e-92
"1004",4,"tööliste",4.67289017066411e-317
"1005",5,"tööliste",0
"1006",6,"tööliste",0
"1007",7,"tööliste",0.00117995251660865
"1008",8,"tööliste",6.08194810030574e-321
"1009",9,"tööliste",0
"1010",10,"tööliste",0.000103125939589483
"1011",1,"адр",3.1771904892036e-61
"1012",2,"адр",1.33754382371839e-25
"1013",3,"адр",3.81329548737409e-244
"1014",4,"адр",2.23554214841864e-221
"1015",5,"адр",0.00219226977951524
"1016",6,"адр",2.68924473929931e-301
"1017",7,"адр",1.24763521748849e-35
"1018",8,"адр",2.3030154202934e-71
"1019",9,"адр",2.6988818030886e-299
"1020",10,"адр",0.000837584289346695
"1021",1,"апркль",6.4255474836758e-09
"1022",2,"апркль",0.00028168969303507
"1023",3,"апркль",2.15031885652454e-28
"1024",4,"апркль",0.00015874204909647
"1025",5,"апркль",0.00204851195481893
"1026",6,"апркль",0.000953978767330601
"1027",7,"апркль",2.19652376455379e-33
"1028",8,"апркль",1.38212552933495e-11
"1029",9,"апркль",1.72435923307855e-48
"1030",10,"апркль",1.41061386385858e-46
"1031",1,"бабушка",1.93189531104522e-20
"1032",2,"бабушка",0.000929175243109024
"1033",3,"бабушка",2.47962939257331e-15
"1034",4,"бабушка",0.00148045585271138
"1035",5,"бабушка",4.65618391160514e-68
"1036",6,"бабушка",3.52263808398979e-37
"1037",7,"бабушка",2.56763309122786e-55
"1038",8,"бабушка",1.99364285379416e-34
"1039",9,"бабушка",4.36893704928395e-27
"1040",10,"бабушка",9.53451988142078e-296
"1041",1,"бороться",7.67607073011719e-66
"1042",2,"бороться",0.00112489646223495
"1043",3,"бороться",0.000181514180157621
"1044",4,"бороться",0.000117127425869827
"1045",5,"бороться",6.23579833388043e-293
"1046",6,"бороться",6.11447240357116e-06
"1047",7,"бороться",8.90578105097271e-44
"1048",8,"бороться",5.97838164618551e-55
"1049",9,"бороться",4.63695215703021e-24
"1050",10,"бороться",6.27094307555436e-17
"1051",1,"государь",6.57041770698033e-32
"1052",2,"государь",0.00102011749704534
"1053",3,"государь",4.20925956591678e-17
"1054",4,"государь",1.91685258262436e-306
"1055",5,"государь",2.30472041916061e-293
"1056",6,"государь",0.000602557760188364
"1057",7,"государь",8.25569263663048e-50
"1058",8,"государь",6.07322404018165e-93
"1059",9,"государь",6.67607986942318e-10
"1060",10,"государь",1.14098144190366e-143
"1061",1,"губернский",1.11883666541847e-22
"1062",2,"губернский",9.78846777840796e-174
"1063",3,"губернский",7.63553664032819e-07
"1064",4,"губернский",1.78172560197712e-43
"1065",5,"губернский",7.81872190268151e-29
"1066",6,"губернский",4.26345360938931e-67
"1067",7,"губернский",0.00208858898362482
"1068",8,"губернский",2.09247016942695e-21
"1069",9,"губернский",0.00480078073801518
"1070",10,"губернский",0.00188939450472002
"1071",1,"крепость",0.0041287318657422
"1072",2,"крепость",1.03142304541987e-27
"1073",3,"крепость",2.17822999591071e-09
"1074",4,"крепость",5.75731681858213e-14
"1075",5,"крепость",0.00112812485100642
